Predicted   0    1    2  3  4  5  6  7   8
Actual                                    
0           0   35  349  0  0  0  0  0   2
1          10  137  455  0  2  0  4  1  11
2           0    0  736  0  0  0  0  0   0
3           0    0  119  0  0  0  0  0   0
4           0    0   11  0  0  0  0  0   0
5           0    0  188  0  0  0  0  0   0
6           0   20   79  0  0  0  1  0   0
7           1    5  301  0  0  0  0  0   0
8           2   18  229  0  0  1  0  0   4
